Shooting,"Shooting Mixed Running Target, 50 metres"
Luge,Luge Mixed Team Relay
Cycling,Cycling Women's Individual Time Trial
Fencing,"Fencing Women's Sabre, Individual"
Fencing,"Fencing Men's Sabre, Individual, Three Hits"
Archery,Archery Women's Double National Round
Cycling,Cycling Men's Omnium
Equestrianism,Equestrianism Mixed Hacks And Hunter Combined
Sailing,Sailing Mixed 10 metres
Shooting,"Shooting Men's Trap, Team"
Cycling,"Cycling Women's Individual Pursuit, 3,000 metres"
Cycling,Cycling Women's Points Race
Sailing,Sailing Men's Two Person Keelboat
Cycling,Cycling Men's Keirin
Cycling,Cycling Men's Team Sprint
Athletics,Athletics Men's 5 mile
Shooting,"Shooting Men's Running Target, Single Shot, Team"
Bobsleigh,Bobsleigh Women's Two
Racquets,Racquets Men's Singles
Racquets,Racquets Men's Doubles
Art Competitions,"Art Competitions Mixed Literature, Lyric Works"
Motorboating,Motorboating Mixed A-Class (Open)
Archery,Archery Men's Continental Style
Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol
Art Competitions,"Art Competitions Mixed Painting, Graphic Arts"
Wrestling,"Wrestling Women's Flyweight, Freestyle"
Art Competitions,"Art Competitions Mixed Literature, Unknown Event"
Sailing,Sailing Mixed 0.5-1 Ton
Art Competitions,"Art Competitions Mixed Painting, Applied Arts"
Croquet,"Croquet Mixed Singles, One Ball"
Croquet,Croquet Mixed Doubles
Shooting,"Shooting Men's Running Target, Double Shot, Team"
Shooting,"Shooting Men's Free Pistol, 50 yards"
Shooting,"Shooting Men's Free Pistol, 50 yards, Team"
Fencing,"Fencing Men's epee, Masters and Amateurs, Individual"
Swimming,Swimming Men's 10 kilometres Open Water
Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra"
Archery,Archery Men's Double York Round
Wrestling,"Wrestling Women's Middleweight, Freestyle"
Equestrianism,"Equestrianism Men's Vaulting, Individual"
Swimming,Swimming Men's 4 x 250 metres Freestyle Relay
Freestyle Skiing,Freestyle Skiing Women's Slopestyle
Table Tennis,Table Tennis Women's Team
Athletics,Athletics Women's Hammer Throw
Canoeing,"Canoeing Men's Kayak Singles, 200 metres"
Short Track Speed Skating,Short Track Speed Skating Women's 500 metres
Shooting,Shooting Women's Double Trap
Rowing,Rowing Men's 6-Man Naval Rowing Boats
Art Competitions,Art Competitions Mixed Music
Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres"
Shooting,"Shooting Men's Free Rifle, Prone, 300 metres"
Shooting,"Shooting Men's Free Rifle, Standing, 300 metres"
Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres"
Athletics,"Athletics Men's 3,200 metres Steeplechase"
Rowing,Rowing Women's Coxless Fours
Freestyle Skiing,Freestyle Skiing Women's Ski Cross
Freestyle Skiing,Freestyle Skiing Men's Ski Cross
Tennis,"Tennis Men's Doubles, Covered Courts"
Tennis,"Tennis Men's Singles, Covered Courts"
Cycling,Cycling Men's 25 kilometres
Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual"
Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual"
Shooting,"Shooting Men's Military Rifle, 200 metres"
Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres"
Athletics,Athletics Men's Standing Triple Jump
Rowing,Rowing Men's Coxed Pairs (1 kilometres)
Shooting,"Shooting Men's Military Pistol, 30 metres"
Cycling,Cycling Women's Keirin
Archery,"Archery Men's Au Cordon Dore, 50 metres"
Swimming,Swimming Women's 300 metres Freestyle
Snowboarding,Snowboarding Women's Giant Slalom
Canoeing,"Canoeing Men's Canadian Singles, 200 metres"
Sailing,Sailing Mixed 30 metres
Athletics,"Athletics Men's 4,000 metres Steeplechase"
Athletics,"Athletics Men's 5,000 metres, Team"
Snowboarding,Snowboarding Men's Slopestyle
Rowing,Rowing Men's Coxed Pairs (1 mile)
Art Competitions,Art Competitions Mixed Unknown Event
Cycling,Cycling Women's Omnium
Freestyle Skiing,Freestyle Skiing Men's Halfpipe
Swimming,Swimming Men's 200 metres Obstacle Course
Swimming,Swimming Men's 200 metres Team Swimming
Sailing,Sailing Mixed 12 foot
Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber"
Art Competitions,"Art Competitions Mixed Music, Vocals"
Art Competitions,"Art Competitions Mixed Literature, Dramatic Works"
Jeu De Paume,Jeu De Paume Men's Singles
Sailing,Sailing Mixed 10-20 Ton
Cycling,Cycling Men's 1/3 mile
Cycling,Cycling Men's 1 mile
Cycling,Cycling Men's 2 mile
Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Plaques"
Athletics,"Athletics Men's 1,600 metres Medley Relay"
Croquet,"Croquet Mixed Singles, Two Balls"
Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres"
Athletics,Athletics Men's 60 metres
Snowboarding,Snowboarding Women's Parallel Giant Slalom
Sailing,Sailing Mixed 2-3 Ton
Speed Skating,Speed Skating Men's Allround
Shooting,"Shooting Men's Military Rifle, Prone, 600 metres"
Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres"
Snowboarding,Snowboarding Women's Parallel Slalom
Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team"
Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team"
Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs"
Athletics,"Athletics Men's 1,500 metres Walk"
Athletics,"Athletics Men's 3 mile, Team"
Art Competitions,"Art Competitions Mixed Sculpturing, Medals"
Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres"
Equestrianism,"Equestrianism Men's Vaulting, Team"
Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres"
Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres"
Swimming,Swimming Men's 100 Yard Backstroke
Swimming,Swimming Men's 440 Yard Breaststroke
Art Competitions,"Art Competitions Mixed Literature, Epic Works"
Art Competitions,Art Competitions Mixed Architecture
Athletics,"Athletics Men's 3,500 metres Walk"
Roque,Roque Men's Singles
Gymnastics,Gymnastics Men's Side Horse
Alpinism,Alpinism Mixed Alpinism
Archery,Archery Men's Double American Round
Archery,Archery Men's Team Round
Archery,"Archery Men's Target Archery, 33 metres, Individual"
Archery,"Archery Men's Target Archery, 50 metres, Individual"
Swimming,"Swimming Men's 1,000 metres Freestyle"
Athletics,Athletics Men's 10 mile Walk
Athletics,"Athletics Men's Discus Throw, Both Hands"
Golf,Golf Men's Team
Sailing,Sailing Mixed 0-0.5 Ton
Sailing,Sailing Mixed 20+ Ton
Cycling,Cycling Women's Team Sprint
Weightlifting,"Weightlifting Men's Unlimited, Two Hands"
Shooting,"Shooting Men's Free Pistol, 25 metres"
Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres"
Shooting,"Shooting Men's Military Revolver, 20 metres"
Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres
Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres"
Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team"
Sailing,Sailing Mixed 6.5 metres
Athletics,Athletics Men's 200 metres Hurdles
Athletics,Athletics Men's 56-pound Weight Throw
Equestrianism,Equestrianism Mixed Four-In-Hand Competition
Athletics,"Athletics Men's 2,500 metres Steeplechase"
Art Competitions,"Art Competitions Mixed Music, Unknown Event"
Athletics,Athletics Men's All-Around Championship
Archery,"Archery Men's Pole Archery, Small Birds, Individual"
Archery,"Archery Men's Pole Archery, Large Birds, Individual"
Archery,"Archery Men's Pole Archery, Small Birds, Team"
Archery,"Archery Men's Pole Archery, Large Birds, Team"
Athletics,"Athletics Men's 2,590 metres Steeplechase"
Archery,Archery Women's Double Columbia Round
Athletics,"Athletics Men's 4 mile, Team"
Figure Skating,Figure Skating Men's Special Figures
Shooting,"Shooting Men's Military Rifle, Standing, 300 metres"
Swimming,Swimming Men's 50 yard Freestyle
Swimming,Swimming Men's 100 yard Freestyle
Swimming,Swimming Men's 440 yard Freestyle
Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta
Shooting,"Shooting Men's Trap, Single Shot, 16 metres"
Shooting,"Shooting Men's Trap, Double Shot, 14 metres"
Equestrianism,Equestrianism Mixed Long Jump
Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres"
Shooting,"Shooting Men's Free Pistol, 30 metres"
Shooting,"Shooting Men's Military Pistol, 25 metres"
Swimming,Swimming Men's 100 metres Freestyle For Sailors
Archery,Archery Men's Sur La Perche a La Herse
Sailing,Sailing Mixed 3-10 Ton
Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events"
Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman"
Motorboating,Motorboating Mixed B-Class (Under 60 Feet)
Motorboating,Motorboating Mixed C-Class
Cycling,"Cycling Men's 10,000 metres"
Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs"
Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres"
Equestrianism,Equestrianism Mixed High Jump
Archery,Archery Men's Sur La Perche a La Pyramide
Fencing,"Fencing Men's Single Sticks, Individual"
Gymnastics,Gymnastics Men's Tumbling
Shooting,Shooting Men's Unknown Event
Sailing,Sailing Mixed 18 foot
Archery,Archery Men's Unknown Event
Archery,"Archery Men's Au Chapelet, 50 metres"
Archery,Archery Men's Championnat Du Monde
Archery,Archery Women's Team Round
Wrestling,"Wrestling Men's All-Around, Greco-Roman"
Cycling,Cycling Men's 12-Hours Race
Swimming,Swimming Men's 500 metres Freestyle
Weightlifting,Weightlifting Men's All-Around Dumbbell Contest
Archery,"Archery Men's Au Chapelet, 33 metres"
Archery,"Archery Men's Au Cordon Dore, 33 metres"
Archery,"Archery Men's Target Archery, 28 metres, Individual"
Aeronautics,Aeronautics Mixed Aeronautics
